id ,image,caption
188,https://drive.google.com/file/d/1sRnDWG8i-HI86sf3-xldhnPjus94gNto/view?usp=drive_link,Regional temperature projections under SSP1-2.6 and SSP5-8.5 scenarios. Panels show the ensemble mean and 90% confidence intervals of emulated regional warming across SSPs and decades.
189,https://drive.google.com/file/d/1r_hJrRcfzlMOfMoQyhX1DODiFmRbCVrW/view?usp=drive_link,Regional precipitation projections under SSP1-2.6 and SSP5-8.5. Same format as Fig. 4 but for precipitation trends.
190,https://drive.google.com/file/d/1VTyJd9yZBQcLeP58BbDSJUJBIpCvZ8kR/view?usp=drive_link,Attribution of historical temperature trends (1981–2020) to anthropogenic forcing. Each bar shows the median and range from emulator estimates using different ESMs and observational constraints.
191,https://drive.google.com/file/d/1rKdJ_01JKvD8_FM17-ofhA95R258nuBM/view?usp=drive_link,"Global and regional sources of uncertainty in future projections. Decomposition of total uncertainty into model, internal variability, and scenario components for 2050 and 2100."
192,https://drive.google.com/file/d/1KdPduo9LecFYbUsV0ADilo0AcyfjBkcV/view?usp=drive_link,Spatial patterns of temperature and precipitation change by 2100 under SSP5-8.5. Maps show emulator ensemble mean projections of surface air temperature and precipitation anomalies.
193,https://drive.google.com/file/d/1808kSLA9_xU26QdilYZgZa9zaPylGMIK/view?usp=drive_link,"Percentage of time during the decade when air temperature exceeds 25 °C by end-of-century (2091–2100) under SSP5-8.5 scenario. This panel shows the projected proportion of time during which Tair exceeds 25 °C, indicating potentially critical heat exposure frequency across different global regions. Darker shades represent a higher percentage of time spent above this temperature threshold, highlighting regions where populations will face the greatest challenges related to heat stress and reduced liveability."
194,https://drive.google.com/file/d/1zRecPdur7ciSpvPO8MPriHoe-5UKurLY/view?usp=drive_link,Global map of linear trends in winter-mean (December–February) temperatures based on ERA5. Units are °C per 27 years. Two boxed regions (East Asia and North America) indicate areas used in panels b and c of the figure. The global mean temperature (right axis) is shown as a reference.
195,https://drive.google.com/file/d/1FNs2Rry_4fhs6y4ReupMpea2L8yeLidS/view?usp=drive_link,Relative change in decadal variability of surface air temperature over land (red–blue shading; variance ratio of 11-year running mean winter temperatures in ramp-up experiments vs. pre-industrial (PI) control). Values greater than 1 indicate increased decadal variability; values less than 1 indicate decreased variability. Purple-brown shading shows SST trends in the ramp-up experiment. Crosses mark statistically significant areas (95% confidence level).
196,https://drive.google.com/file/d/1bKZlSfQtAh7DK1hrAaWV5vFqnA2foBLO/view?usp=drive_link,Sea surface temperature (SST) anomalies (°C) during the Last Interglacial (LIG) relative to preindustrial (PI) for the SL4.1 simulation. The SL4.1 scenario applies Antarctic ice sheet melt consistent with sea level reconstructions. Circles and squares denote marine proxy data for SST. Solid lines indicate winter (black) and summer (green) sea ice extent.
197,https://drive.google.com/file/d/1GYnS0j_5hSkEhWKXrN_9y9K-KszIrh3H/view?usp=drive_link,"SST anomalies for the LIG period relative to PI for the SL7.1 scenario, featuring a larger Antarctic ice sheet contribution. Proxy SST markers and sea ice extent lines are overlaid, showing enhanced warming in the high southern latitudes."
198,https://drive.google.com/file/d/15IQe8cu4yBaNGhXEKJ82ubrclYzDkDQo/view?usp=drive_link,"SST anomaly map for the FW7.1 simulation representing freshwater forcing from the West Antarctic Ice Sheet (WAIS). Blue anomalies dominate the Southern Ocean, suggesting strong cooling in response to freshwater fluxes, with proxy SST data shown for comparison."
199,https://drive.google.com/file/d/13f38HSLUiAB_SrpOR-oJUxJKH6QbYLPE/view?usp=drive_link,"SST anomalies from the FW4.1 freshwater hosing scenario, indicating cooling around the Antarctic margin. This setup reflects intermediate freshwater input and its suppressive effects on Southern Ocean warming."
200,https://drive.google.com/file/d/1PVJkmbUWm4EsSt6GIxZM0tN2FRh5_KlS/view?usp=drive_link,"Combined freshwater and sea-level forcing scenario COMB4.1, illustrating SST anomalies during the LIG. Cooling prevails in the Southern Ocean, aligning with paleoclimate SST reconstructions in several sectors."
201,https://drive.google.com/file/d/10Pp4vAdjsBpyR6xusUgBZpc3X_xEkz6F/view?usp=drive_link,"SST anomalies in the COMB7.1 simulation, combining both strong freshwater input and higher sea-level contributions. Cooling patterns intensify west of Antarctica and in the South Pacific, consistent with proxy data."
202,https://drive.google.com/file/d/1J1qCMJOWx1-4CoJtHOxYLAO9QfFGxT1Q/view?usp=drive_link,"Ensemble of SST anomaly maps for six LIG simulations (SL4.1, FW4.1, COMB4.1, SL7.1, FW7.1, COMB7.1), each relative to PI. Proxy data symbols and modeled sea ice boundaries are included to assess model-proxy agreement across different ice melt and freshwater forcing scenarios."
203,https://drive.google.com/file/d/1nSh2cZpjtKBXeMda1_VKRYchyz-ApCIt/view?usp=drive_link,Surface air temperature (SAT) anomalies (°C) during austral summer (DJF) in six LIG simulations relative to PI. Patterns reflect the climatic response to varying Antarctic meltwater and sea-level scenarios. Circles denote Antarctic ice core temperature reconstructions for comparison.
204,https://drive.google.com/file/d/1jXLCSS8GK9Jixsj581gGsbOVM1D4Q3Sj/view?usp=drive_link,"Infant mortality burden associated with ood exposures in Africa (2000–2020). The results were presented as excess deaths per 1000 liveborn births associated with 5-year average ood events, and illustrated in map"
205,https://drive.google.com/file/d/1G5dwdsLZqzJvLLRWLZMiwByNhgSdWe2H/view?usp=drive_link,"Shading shows near-surface atmospheric temperature (K) from ERA-Interim, and contours show sea-level pressure (SLP) anomalies with a 0.5 hPa interval, solid for positive and dashed for negative values."
206,https://drive.google.com/file/d/1QhoMNqHzYdM9hlj5zFziwSU3-F6FR-ee/view?usp=drive_link,"The homogeneous maps capture the WACE (Warm Arctic–Cold Eurasia) dipole pattern and associated SLP anomalies, resembling results from Mori et al. (2019)."
207,https://drive.google.com/file/d/1KfQjwJ1wIqI0OQhj5gXKu0cCjLWrVO8H/view?usp=drive_link,Heterogeneous regression map showing near-surface temperature (K) anomalies from ERA-Interim regressed on the AMIP expansion coefficients. The WACE pattern is present but with reduced amplitude.
208,https://drive.google.com/file/d/1d6-p2Hj-R-_P6zlsQLMLwoeth9U2-Z03/view?usp=drive_link,Heterogeneous regression map of near-surface temperature (K) from AMIP regressed on the ERAI expansion coefficients. The cold anomaly over Eurasia is weakened and displaced southward; the Siberian anticyclone is absent.
209,https://drive.google.com/file/d/1CAcA9MTJnn175s-PScGIWabOJBXIHCM3/view?usp=drive_link,"This map shows the level of warming (°C) from 1991–2018 due to human-induced climate change across 732 cities in 43 countries. Higher levels of warming are evident in parts of South America, Europe, and Southeast Asia, with some areas exceeding +2°C. Data derived from comparisons between factual (with anthropogenic forcings) and counterfactual (natural forcings only) climate scenarios ￼."
210,https://drive.google.com/file/d/1BfSoMsuD1PbqgskUI8b5YFmQde-EklAF/view?usp=drive_link,"Global heat-mortality risk associated with warming. Each dot represents the relative risk of heat-related mortality for 732 cities worldwide, based on epidemiological exposure-response functions. Redder areas signify greater health risks from extreme heat, with Europe and East Asia showing high relative risks due to recent warming trends"
211,https://drive.google.com/file/d/1L8u9ySKBg6SYUr0UpvfoTYKMKFVTHUrx/view?usp=drive_link,"Heat-related mortality rate attributable to anthropogenic climate change. This choropleth map presents the country-level burden of mortality (per 100,000 population) from human-induced warming between 1991–2018. Countries in South America, Southern Europe, and Southeast Asia experienced the highest mortality rates, emphasizing the severe public health implications of global warming"
212,https://drive.google.com/file/d/11f3cVD84xeUdAu8z2VKCidFtPdDAYrEb/view?usp=drive_link,"Change in climate damage projections from including variability and extremes. This map shows how including precipitation variability, wet days, and extreme events alters GDP loss projections at +3°C warming. Most countries, especially in the Global South, experience greater economic losses when such factors are considered, highlighting the underestimated burden under the “annual temperature only” status quo approach"
213,https://drive.google.com/file/d/1sPEB0Nbwgn-gvUH-YA4-DMXwMbEFJaZe/view?usp=drive_link,"Global GDP loss at +3°C warming under extended climate damage modeling. GDP losses as a percentage of national income are shown globally, using an approach that includes both mean annual temperature and indicators of climate variability and extremes. Losses are especially severe in low-latitude and low-income countries, where exposure and vulnerability are high"
214,https://drive.google.com/file/d/1nBLDXSj0_PXatAkFXa22CIe7-21uVJZq/view?usp=drive_link,"Exposure of global population to tail risks of GDP loss due to climate change. The figure shows the percentage of the global population facing at least a 5% chance of economic damage exceeding various thresholds at different warming levels. Including all climate indicators increases the estimated population share exposed to catastrophic losses (e.g., >15%) compared to traditional models using only annual temperature"
215,https://drive.google.com/file/d/15x1uJZd32ZNpcoNvd_1ax2VBrnFjvP51/view?usp=drive_link,"Rate of surface air temperature change (°C per decade) across the Arctic region from 1979 to 2021. The map highlights particularly intense warming over the Barents Sea, East Siberian Sea, and Chukchi Sea regions, based on observational datasets. Warming rates exceed 2.5°C per decade in key regions, consistent with patterns of Arctic amplification."
216,https://drive.google.com/file/d/1UPexuT-873Oz6Eb-PvQtd0rw1Q4J7-OT/view?usp=drive_link,"Difference in the rate of surface air temperature change (°C per decade) between Barents/Kara Seas and Greenland/Canada sectors from 1979 to 2021. Positive (red) values indicate regions warming faster than the mean Arctic rate, while negative (blue) values indicate slower warming. This panel demonstrates the east–west contrast in Arctic amplification patterns, especially pronounced around Svalbard and Greenland."
217,https://drive.google.com/file/d/17LaPG9ibaOWeyQu6Gh6cp9PdwdojHEhT/view?usp=drive_link,Projected sea-ice concentration changes (rows a–h) and surface shortwave radiation changes (rows i–p) over the Barents and Kara Seas under SSP5-8.5 scenario for future decades (2030s to 2090s).
218,https://drive.google.com/file/d/1IsCGRnRENk-0n-xzQxcyRrWR7jY0FqYw/view?usp=sharing,"Global map of average SST anomaly memory (τ) from 1982–2023, in days. Longest memory (>20 days) occurs in the eastern Pacific and mid-latitude oceans; shortest (<10 days) in the equatorial west Pacific and Southern Ocean."
219,https://drive.google.com/file/d/1FjKlW0ZLOFopYpgF2gAflCEKIyKW9QYq/view?usp=drive_link,"Trend in SST memory (days per decade) from 1982–2023. Most regions show increasing τ, meaning SST anomalies persist longer. Dots indicate statistically significant trends."
220,https://drive.google.com/file/d/1o5KsH0Er-jgrnGvTaBiR55S1K2xhbFX0/view?usp=drive_link,Global map showing the warming level (°C above pre-industrial) at which lake surface temperatures exceed historical natural variability.
221,https://drive.google.com/file/d/1PAGHriL1jGCsQmo30nGNN_DNGwPqW4IS/view?usp=drive_link,"Spatial distribution of projected trends in lake surface temperature from 2000 to 2100, measured in °C per decade."
222,https://drive.google.com/file/d/1ZXDnxxlwHolE4n_NPy80JZ-AYRnk99Oo/view?usp=drive_link,"Map of natural variability in lake surface temperature from the historical period (1850–1900), measured as °C."
223,https://drive.google.com/file/d/14-8dyO7SETV7YYkEdh7VzC-RH6oNP_Uk/view?usp=drive_link,"Warming threshold (°C) for bottom water temperatures to exceed historical variability, with black indicating no emergence this century."
224,https://drive.google.com/file/d/1Hwnl6c3jtGfmXSPzzwDM6WNZWId43tWU/view?usp=drive_link,"Spatial pattern of bottom temperature change (2000–2100) during the warm season, in °C per decade."
225,https://drive.google.com/file/d/1JXJKXevwKjs1nwrZOg5v6QOghKTBcSur/view?usp=drive_link,"Estimated historical variability in bottom water temperature (1850–1900), shown in °C."
226,https://drive.google.com/file/d/1h2KSHsg8c7KEkg7P5VJydFIznVGwt8Oo/view?usp=drive_link,"Percentage of days with full water column overturning during the warm season (1850–1900), affecting heat transfer to lake depths."
227,https://drive.google.com/file/d/1Ks4Ubz67CXZ4EqHIKe01CdMepMo3751B/view?usp=drive_link,"Panels a–d show the percent change in the variance explained by the lag 10-day autocorrelation (r²₁₀) of surface temperature between the Historical period (1970–1999) and the Future period (2070–2099) for four Earth System Models: a) NCAR CESM1 b) CSIRO Mk3.6 c) CCCma CanESM2 d) GFDL ESM2M Warm colors indicate increased persistence, cool colors decreased persistence. Stippling marks areas where ≥75% of ensemble members agree on the sign of change and results exceed the 95% significance level."
228,https://drive.google.com/file/d/1k5vDtCzdY1iCx2tvqiPRm4wqRBRv1TgY/view?usp=drive_link,Panels a–c show the same change in r²₁₀ as above but averaged across all four ESMs (150 members total) and viewed from different projections: a) Arctic b) Global view c) Antarctic Stippling highlights statistically significant and consistent changes across at least 3 out of 4 models
229,https://drive.google.com/file/d/1SQlFmp6kFQYrUp3TfXnVoeLcM7qW0eez/view?usp=drive_link,"Flood-safe versus flood-exposed growth: relative difference between settlement growth in safe and high-hazard areas from 1985 to 2015. In red areas, the share of flood-exposed settlements is increasing, that is, settlements in high-hazard flood zones have expanded at least 50% more than settlements in flood-safe areas. In blue areas, flood exposure is decreasing."
230,https://drive.google.com/file/d/1AumnavPpJbSW8NvtKcWqkXBb7g2dHn7z/view?usp=drive_link,"Regional temperature differences (NorESM2-LM) between overshoot and stabilization scenarios, averaged over 100 years of global temperature stabilization. Hatched areas show statistically significant differences compared to internal variability."
231,https://drive.google.com/file/d/1fPB9Li_KYa9IrQlYFaFKLOtg8jkj0A5B/view?usp=drive_link,Multi-model ensemble differences in regional temperature before and after overshoot. Models show temperature anomalies for 31-year periods at 0.2 °C below peak warming in SSP5-34-OS and SSP1-19. Hatching denotes significance; stippling shows agreement across at least 66% of models.
232,https://drive.google.com/file/d/1-Rcrv_x21hhDgNwCBXQR63BmldL5AHoj/view?usp=drive_link,"Regional temperature differences (GFDL-ESM2M) between overshoot and stabilization scenarios, similar to Fig. 3e. Highlights delayed warming in the North Atlantic due to AMOC recovery after overshoot."
233,https://drive.google.com/file/d/1_23qbmzV86vaL4goj8nEb5kPZr3KiwoS/view?usp=drive_link,"Summer 2022 temperature anomalies (in °C) across European regions relative to baseline values, showing widespread above-average temperatures, especially in southwestern Europe."
234,https://drive.google.com/file/d/10XxBXzvqdOYuagTI59RESSXnTkF4Na5s/view?usp=drive_link,"Heat-related mortality rates per million population for all ages and both sexes combined during summer 2022, with highest values observed in southern Europe, particularly Spain, Italy, and Greece."
235,https://drive.google.com/file/d/1Cc9MSwNrJKpapqgQ5TgYNBzm1XnWOKuP/view?usp=drive_link,Heat-related mortality among women aged 65–79 years across Europe during summer 2022. Elevated risk is concentrated in southeastern and southwestern regions.
236,https://drive.google.com/file/d/1INi3MikKljh1WYX3DYOrDLNRWgmFAttH/view?usp=drive_link,"Mortality rates per million for individuals aged 80 and above (both sexes) during the summer 2022 heatwave, highlighting extreme impacts in Greece, Spain, and Italy."
237,https://drive.google.com/file/d/1GrngsBhowNrOHDoKeGxIMYSz4Z4wFJ8A/view?usp=drive_link,"Heat-related mortality rates for women of all ages during summer 2022, showing a strong gradient from central/northern Europe to southern Europe, with the highest burdens in Greece and Spain."
238,https://drive.google.com/file/d/1eujzxnZ9VkjrYjM6iUParJjuxrV7WgDX/view?usp=drive_link,"Mortality rates attributed to heat among men of all ages during summer 2022. Southern Europe shows the highest impact, although spatial variation is somewhat less than among women."
239,https://drive.google.com/file/d/10jhsmzgSxtyratDdk2pUcaLrHJxHvDmp/view?usp=drive_link,"Heat-related deaths per million among men aged 65–79 years across European regions during summer 2022, with notable clusters in southern Europe."
240,https://drive.google.com/file/d/1pRJ3_W8YjVBzq6xYGHo0DtiiAbBdg0y1/view?usp=drive_link,"Summer 2022 heat-related mortality for men aged 80+, indicating particularly high death rates in southern Spain, southern Italy, and parts of the Balkans."
241,https://drive.google.com/file/d/1A3xO85m1jubpiUHFBd4llRVdiBX-5FEY/view?usp=drive_link,"a, Average regional temperature anomalies (in °C) across Europe during the 14-week summer period (30 May–4 September 2022). b–f, Regional heat-related mortality rates (deaths per million people) for: b) the total population, c) women aged 65–79, d) men aged 65–79, e) women aged 80 and older,     f, men aged 80 and older. This figure highlights the spatial distribution of heat impacts across demographic groups during Europe’s hottest summer on record.                                                                        "
242,https://drive.google.com/file/d/1CbbGDA-SPW32jAMTC1ZDb0Z8etae7ROz/view?usp=drive_link,"Annual mean (a,b) and 95th percentile (c,d) values of the Ta biases (°C) in the raw (a,c) and bias-corrected (b,d) climate model simulations over the period 1991–2020. The raw simulations show large positive and negative biases in many regions. The bias-correction approach drastically reduces these biases for both annual means and extremes."
243,https://drive.google.com/file/d/1s-QZuzNVeJl7WcGsxc7x2mF4Mrw24WPV/view?usp=drive_link,"Annual mean (a,b) and 95th percentile (c,d) values of the Tw biases (°C) in the raw (a,c) and bias-corrected (b,d) simulations. The raw simulations show strong negative biases in the tropics and mid-latitudes, which are substantially corrected by the bias-adjustment procedure, especially in areas of high population exposure."
244,https://drive.google.com/file/d/1nYogBDLChMbE3TYtLD_O00521KSqztcJ/view?usp=drive_link,"Annual mean (a,b) and 95th percentile (c,d) values of the WBGT biases (°C) in the raw (a,c) and bias-corrected (b,d) simulations. Raw WBGT simulations exhibit widespread cold biases, which are largely corrected after bias adjustment, improving the consistency of WBGT for health assessments."
245,https://drive.google.com/file/d/1RqEnk7WM4SHuYxziIePY8QpaCSJWBb92/view?usp=drive_link,"Mean annual wet-bulb temperature (°C) for the reference period 1991–2020. The map also highlights key hotspot regions (e.g., Amazon, Sahel, North China Plain, etc.) used in the study to assess heat-related mortality risks and future projections under climate change."
246,https://drive.google.com/file/d/1V9bwCrhArnDE-W7wOBE_o5Z2FxouTaok/view?usp=drive_link,"Sea Surface Temperature (SST) Variability and Marine Heatwave Changes. Comparison of historical SST variance (a–b) and projected changes (c–f) between 1960–2000 and 2060–2100. Highlights include spatial patterns of SST variance, standard deviation, and intensifying marine heatwaves. Stippling shows regions without statistically significant changes."
247,https://drive.google.com/file/d/1fj29S6qzue3kvXi9iQ3fl1mkOcDPNJg-/view?usp=drive_link,"Observed Parameters of the Stochastic SST Model (HadISST). Annual-mean ocean memory (a), ENSO teleconnection strength (b), and stochastic noise forcing (c), derived from observations and reanalysis products, characterizing physical SST variability drivers in the North Pacific."
248,https://drive.google.com/file/d/1w06fzNT3Y7gX1PQM8ERJqWOPdLZPVu3c/view?usp=drive_link,"CESM2-LE Simulated Parameters for 1960–2000. Ensemble mean of ocean memory (d), ENSO teleconnection pattern (e), and stochastic noise forcing (f), showing key model-simulated variability drivers. Stippling indicates areas where model and observations differ significantly."
249,https://drive.google.com/file/d/1GyiaiXkGGezbpOwDS_jXv_19F-EfCfv-/view?usp=drive_link,"Projected Changes to SST Variability Drivers by 2100. CESM2-LE projections of future ocean memory (g), ENSO teleconnections (h), and noise forcing (i), averaged over the seasonal cycle. Changes reveal potential northeastward ENSO pattern shift and intensification of noise forcing."
250,https://drive.google.com/file/d/19Bv_aDEfCZ2-oX2mKOQBwroBDVL-I2fl/view?usp=drive_link,"Projected Shifts in Physical Drivers of SST Variability. Changes in ocean memory (j), ENSO teleconnection strength (k), and stochastic noise variance (l) between 1960–2000 and 2060–2100. Stippling shows regions where changes are statistically insignificant."
251,https://drive.google.com/file/d/1wYpyO_5d5iGzlrGLchJlKwriVKbAI37V/view?usp=drive_link,"Observed and Simulated SST Feedback Mechanisms. Turbulent, radiative, and residual SST feedbacks from HadISST (a–c) and CESM2-LE (d–f). Highlights the role of air-sea fluxes and ocean-atmosphere coupling in driving SST damping and variability."
252,https://drive.google.com/file/d/1TgaFfkf7Qq9zAb-Aui98TOKNdyOYHZQl/view?usp=drive_link,"Future Changes to SST Feedbacks and Ocean Heat Capacity. CESM2-LE projected changes in turbulent (g), radiative (h), and residual feedbacks (i), along with mixed layer depth contribution to feedback changes (j). These factors help explain spatial patterns in future SST memory and variance."
253,https://drive.google.com/file/d/1yGMw40XXpHQXNa4UxNx2EZ2GJ0tyRpaY/view?usp=drive_link,"Amplification of Heatwaves Due to Urbanization. Spatial patterns and regional comparisons of compound heatwave frequency differences between urban and rural areas from 2003–2019. Panels show global distribution (a), high (c), and low urbanization areas (e), with corresponding North–South comparisons (b, d, f). Amplification is stronger in Global North and highly urbanized cities."
254,https://drive.google.com/file/d/1bLPorxXfoGRp91dqO65F8njO2szCAnTD/view?usp=drive_link,"Impact of Urban Warming on Exposure Inequality. Differences in heat exposure index (HEI) between real (with urban warming) and hypothetical (without urban warming) scenarios. Global maps (a), bar plots by region (b), and latitudinal trends (c) show that urbanization-induced warming narrows Global North–South disparities."
255,https://drive.google.com/file/d/1uv6uDxob0qcpTLJ-ghzTT8NlxLWiaWMw/view?usp=drive_link,"Independent Role of Urban Warming in Heat Exposure. Contribution of urbanization-induced warming to urban heat exposure, shown across all cities (a), high urbanization areas (c), and low urbanization areas (e). Regional breakdowns (b, d, f) reveal stronger impacts in Global North cities."
256,https://drive.google.com/file/d/1vdBEEqdyj1GwtOWH2U0OI2RM7W93GB30/view?usp=drive_link,"Global Patterns of Compound Heatwave Exposure. Spatial distribution of heat exposure levels across urban (a), high (c), and low urbanization areas (e), categorized using Jenks classification. Bar plots (b, d, f) indicate a higher share of high-risk cities in densely urbanized regions."
257,https://drive.google.com/file/d/1aIlg3OhDkbRt6RRiOexHavNJROHzyOeW/view?usp=drive_link,"Projected spatial pattern of temperature sensitivity (%/°C) under the SSP5-8.5 scenario for the long-term future (2071–2099), showing how the total precipitation amount in extreme precipitation events (EPEs) responds to increases in global surface air temperature. Positive sensitivity dominates globally, with especially high values in western India, Southeast Asia, northern Africa, and the Americas. Negative sensitivity is observed in regions like Central America, southern Africa, and the Mediterranean."
258,https://drive.google.com/file/d/1lpbnnp6DerTzzJ7R8mcyh8vjUd0l0iaF/view?usp=drive_link,"Spatial distribution of the projected temperature sensitivity of extreme precipitation events (EPE-Hs) under the SSP5–8.5 scenario in the long-term future (2071–2099). High positive sensitivities dominate across low-latitude regions, particularly in South Asia, Southeast Asia, central Africa, and South America, indicating a sharp increase in precipitation during EPEs following heat stress."
259,https://drive.google.com/file/d/12elQiVr3XefNxX4zETUOeGD6tltKX_VH/view?usp=drive_link,"Projected spatial distribution of temperature sensitivity for EPEs not preceded by heat stress (EPE-NHs). Negative sensitivities are observed across mid-latitude regions such as the Mediterranean, eastern South America, southern Africa, and Australia, suggesting reduced extreme precipitation response to warming where heat stress is absent."
260,https://drive.google.com/file/d/1PfYhqJ-p3K5ge9MPsCxw6ai5PiuFtojs/view?usp=drive_link,"(a) January to March (JFM), (b) April to June (AMJ), and (c) July to September (JAS). The fire season is defined as August to October (ASO). Diagonal lines indicate regions that are statistically significant at the 95% confidence interval. The green shading over the South American continent represents Cerrado north of 16°S, over which the annual BA was aggregated and used as a predictor in the regression analysis. The Niño3.4 and NTA regions are indicated by green boxes in (a)"
261,https://drive.google.com/file/d/15bqmCqu6g8Z7K6dXQ2lhyypvquvt5qvR/view?usp=drive_link,"This map displays 573 major flood disasters (dots) that occurred between 1990 and 2018, with the size of the dots indicating the number of reported flood fatalities, and the colour of the countries indicating their average level of income inequality across the sample. The flood disasters are reports from the Emergency Events Database (EM-DAT) that have been georeferenced to districts (or smaller subdivisions) using the Geocoded Disasters dataset (GDIS). Basemap from Natural Earth (https://www.naturalearthdata.com/)"
262,https://drive.google.com/file/d/1tIVd4Avlvz0BkjVqUYSQJbwYYrTh9q6T/view?usp=drive_link,"Local Arctic amplification ratio (1979–2021).” Shows how much faster different regions warmed compared to the global mean. Some Arctic Ocean regions warmed up to 7 times faster than the global average, with values above 4 common across the Eurasian Arctic. The Arctic Circle is also indicated."
263,https://drive.google.com/file/d/1DYYbgtQ0m6AvvInnaB68nbaTwftTejUQ/view?usp=drive_link,"Shows how much faster different regions warmed compared to the global mean. Some Arctic Ocean regions warmed up to 7 times faster than the global average, with values above 4 common across the Eurasian Arctic. The Arctic Circle is also indicated."
264,https://drive.google.com/file/d/1VLXRAAZbdUTSDfygzWzuWUqnDvNG_vY6/view?usp=drive_link,"The 20-year mean satellite-derived near-surface air temperature (T₂m^SAT) over sea ice (SIC > 15%) for the period 1995–2014. The red line indicates areas where observed sea ice concentration (SIC) is ≥ 70% (SIC70), averaged over the same period."
265,https://drive.google.com/file/d/1I7LH4ngw-GJGO1WvNZ6Z6EES0Y0GyB-c/view?usp=drive_link,"Panels show the mean difference between satellite-derived 2-meter air temperature (T₂m^SAT) and (b) ERA5 reanalysis (T₂m^ERA5) and (c) CMIP6 model ensemble (T₂m^CMIP6) over Arctic sea ice during 1995–2014. ERA5 exhibits a widespread warm bias, especially over central Arctic regions, whereas CMIP6 models align more closely with observations, generally showing smaller biases."
266,https://drive.google.com/file/d/1HmnvrWIeDIqYXwq6xB8hoIcTDw6jHcOL/view?usp=drive_link,"“Enhanced sensible heat fluxes driven by drought conditions.” Shows standardised anomalies of surface sensible heat flux, with values exceeding +3σ in northern Argentina, reflecting the influence of dry soils on atmospheric heating."
267,https://drive.google.com/file/d/1mebkm5W8v7U8rX-alv6rpXF2j0uTxIZH/view?usp=drive_link,"“Warmest summer on record across much of Argentina.” Ranks 2022/23 TX relative to all summers since 1950, with widespread areas recording their hottest warm season on record."
268,https://drive.google.com/file/d/1he1uIqqq7pg754WKzJA0hsxuWW-saCde/view?usp=drive_link,"“Exceptional seasonal heat in Argentina during Nov 2022–Mar 2023.” Shows standardised anomalies of daily maximum temperature (TX), with central and northern Argentina experiencing up to +4σ above the 1981–2010 climatology."
269,https://drive.google.com/file/d/1YXgXslvXmTCKLvB8CnwjyRoOcl-CJ94u/view?usp=drive_link,"“Persistent heatwave conditions across central Argentina.” Displays the proportion of warm-season days classified as heatwaves, with over 40% of days meeting heatwave criteria in many central regions."
270,https://drive.google.com/file/d/11lwy8bDue3TNCSwMh-avy3zeh6soEi7h/view?usp=drive_link,"“High-impact heatwave event in early December 2022.” Highlights the relative frequency of heatwave days during the Pacific Anticyclone Heatwave (PAHW), with central-northern Argentina showing over 90% heatwave occurrence in this period."
271,https://drive.google.com/file/d/1RqioJqNRHG9V2z8r0052y9pkSGx1-zO1/view?usp=drive_link,"Shows ERA5-based trend in the annual maximum of daily maximum temperatures, scaled per degree of global warming. Northern France and Benelux exhibit the most rapid warming (>5 °C/GWD), highlighting a regional heat amplification hotspot."
272,https://drive.google.com/file/d/1CnjT0X0Y459tcsMHdNHg9U0xWWGvhAkc/view?usp=drive_link,"Estimated using a circulation-analogue approach, this map isolates the warming component due to changes in atmospheric dynamics alone. Highlights a significant but smaller contribution (~1.5 °C/GWD) in Western Europe."
273,https://drive.google.com/file/d/13aCdSuCyTuRG3HgvG-5H2yvQ6JInpyY_/view?usp=drive_link,"Depicts the trend in seasonal average TX, showing broader but slightly weaker warming (~2–3 °C/GWD) than TXx. Elevated trends are centered over France and the Iberian Peninsula."
274,https://drive.google.com/file/d/1pFL8GZ2UeFYMjNvpA96qGoepaGzShQX4/view?usp=drive_link,"Like TXx, circulation changes also explain a portion of the TXm trend. This map shows that increased prevalence of warm flow patterns accounts for up to ~1 °C/GWD in parts of Western Europe."
275,https://drive.google.com/file/d/1uDuClORGHIUgXPpPFoeBo6u0SAs9eWCn/view?usp=drive_link,"Anomaly map at 500 hPa for 29 June 2019, representative of the dominant pattern associated with extreme heat in central France. The ridge-trough setup promotes hot, dry air advection from the south. This flow type—“SF pattern”—has become more frequent and persistent, amplifying regional heat extremes."
276,https://drive.google.com/file/d/1EV1T_6vLcYRnAw9399rxy1bX7yRg5PUC/view?usp=drive_link,"Total number of years (out of 37) during which each location was classified under its dominant Köppen-Geiger climate class. This map highlights regions with high interannual classification consistency (e.g., the Arctic and deserts) versus transitional zones with more variability."
277,https://drive.google.com/file/d/18cu_DPPUexioDP3NaTvukac8DioMYXTy/view?usp=drive_link,"Agreement among 32 CMIP5 climate model projections on future shifts in Köppen-Geiger classification. Blue areas show strong agreement on future changes, while red areas reflect low consensus — especially in tropical and subtropical regions."
278,https://drive.google.com/file/d/1HLf_-VKrWjqdVJqZG1kS9B-UIwMG9aG6/view?usp=drive_link,Comparison of the spatial distribution (left two panels) and the difference (right panel) between the observation and HAPPI hist simulations. The white dots in the right panel represent the area where 80% of the used AGCMs agree with the change sign.
279,https://drive.google.com/file/d/1A44-zd8WlyBtx5fMgbCRHiHMTb8E6Zcd/view?usp=drive_link,"“Average relative risk of heatstroke deaths, 2008–2019.” Shows the spatial distribution of relative risk estimates by prefecture across Japan, highlighting elevated risk in regions such as Kinki, Shikoku, and Tohoku, and lower risk in Hokkaido."
